user_id,email,country,signup_date,user_status
U1685,user1685@nvidia.com,UK,2022-11-13 18:21:48.923912,Active
U1313,user1313@nvidia.com,DE,2023-10-20 18:21:48.923914,Active
U1146,user1146@nvidia.com,US,2023-05-28 18:21:48.923916,Active
U1275,user1275@nvidia.com,US,2024-02-02 18:21:48.923918,Active
U1924,user1924@nvidia.com,AU,2024-06-28 18:21:48.923919,Active
U1404,user1404@nvidia.com,AU,2022-10-12 18:21:48.923922,Active
U1180,user1180@nvidia.com,AU,2022-08-28 18:21:48.923924,Active
U1532,user1532@nvidia.com,AU,2024-01-30 18:21:48.923926,Active
U1346,user1346@nvidia.com,UK,2022-11-25 18:21:48.923928,Active
U1273,user1273@nvidia.com,IN,2024-02-12 18:21:48.923930,Active
U1199,user1199@nvidia.com,IN,2024-09-26 18:21:48.923932,Active
U1709,user1709@nvidia.com,US,2022-08-29 18:21:48.923934,Active
U1010,user1010@nvidia.com,AU,2023-04-03 18:21:48.923936,Active
U1041,user1041@nvidia.com,US,2023-12-17 18:21:48.923939,Suspended
U1257,user1257@nvidia.com,DE,2024-09-17 18:21:48.923942,Suspended
U1784,user1784@nvidia.com,UK,2023-05-04 18:21:48.923946,Active
U1845,user1845@nvidia.com,DE,2024-03-30 18:21:48.923949,Suspended
U1925,user1925@nvidia.com,UK,2025-02-11 18:21:48.923952,Suspended
U1960,user1960@nvidia.com,IN,2023-05-02 18:21:48.923955,Suspended
U1056,user1056@nvidia.com,UK,2022-12-08 18:21:48.923958,Active
U1301,user1301@nvidia.com,US,2023-06-17 18:21:48.923962,Suspended
U1336,user1336@nvidia.com,AU,2024-03-21 18:21:48.923965,Active
U1908,user1908@nvidia.com,UK,2024-02-25 18:21:48.923968,Suspended
U1440,user1440@nvidia.com,AU,2022-11-03 18:21:48.923972,Suspended
U1229,user1229@nvidia.com,DE,2022-12-19 18:21:48.923977,Active
U1599,user1599@nvidia.com,DE,2022-09-25 18:21:48.923980,Suspended
U1578,user1578@nvidia.com,DE,2022-12-22 18:21:48.923983,Active
U1536,user1536@nvidia.com,IN,2022-11-05 18:21:48.923987,Active
U1359,user1359@nvidia.com,AU,2024-07-23 18:21:48.923990,Suspended
U1341,user1341@nvidia.com,DE,2024-03-25 18:21:48.923994,Active
U1419,user1419@nvidia.com,US,2023-12-05 18:21:48.923997,Suspended
U1605,user1605@nvidia.com,IN,2024-12-15 18:21:48.924001,Suspended
U1982,user1982@nvidia.com,AU,2024-10-12 18:21:48.924004,Active
U1007,user1007@nvidia.com,UK,2025-02-14 18:21:48.924008,Suspended
U1128,user1128@nvidia.com,AU,2023-11-03 18:21:48.924011,Active
U1586,user1586@nvidia.com,UK,2024-02-15 18:21:48.924015,Active
U1646,user1646@nvidia.com,DE,2024-02-28 18:21:48.924018,Active
U1400,user1400@nvidia.com,UK,2024-04-20 18:21:48.924022,Active
U1943,user1943@nvidia.com,DE,2023-04-05 18:21:48.924025,Suspended
U1766,user1766@nvidia.com,DE,2023-07-17 18:21:48.924029,Suspended
U1080,user1080@nvidia.com,UK,2023-12-28 18:21:48.924033,Active
U1274,user1274@nvidia.com,DE,2023-02-25 18:21:48.924036,Active
U1215,user1215@nvidia.com,DE,2024-04-06 18:21:48.924040,Suspended
U1299,user1299@nvidia.com,AU,2025-03-12 18:21:48.924043,Suspended
U1935,user1935@nvidia.com,IN,2024-04-25 18:21:48.924047,Suspended
U1859,user1859@nvidia.com,UK,2025-01-28 18:21:48.924049,Active
U1081,user1081@nvidia.com,AU,2024-05-24 18:21:48.924051,Suspended
U1166,user1166@nvidia.com,IN,2024-08-27 18:21:48.924053,Active
U1539,user1539@nvidia.com,IN,2024-03-31 18:21:48.924055,Active
U1541,user1541@nvidia.com,AU,2024-01-26 18:21:48.924057,Suspended
U1485,user1485@nvidia.com,UK,2022-09-19 18:21:48.924059,Active
U1421,user1421@nvidia.com,AU,2024-09-12 18:21:48.924061,Suspended
U1491,user1491@nvidia.com,IN,2025-02-03 18:21:48.924062,Active
U1064,user1064@nvidia.com,US,2024-07-06 18:21:48.924064,Active
U1230,user1230@nvidia.com,DE,2023-02-24 18:21:48.924066,Suspended
U1112,user1112@nvidia.com,DE,2024-04-03 18:21:48.924068,Active
U1190,user1190@nvidia.com,DE,2025-02-24 18:21:48.924070,Active
U1580,user1580@nvidia.com,IN,2024-11-24 18:21:48.924072,Active
U1736,user1736@nvidia.com,IN,2025-01-18 18:21:48.924074,Active
U1549,user1549@nvidia.com,DE,2024-06-03 18:21:48.924076,Active
U1093,user1093@nvidia.com,DE,2024-09-30 18:21:48.924078,Active
U1498,user1498@nvidia.com,IN,2025-01-25 18:21:48.924080,Suspended
U1202,user1202@nvidia.com,DE,2023-12-23 18:21:48.924082,Active
U1369,user1369@nvidia.com,IN,2022-10-20 18:21:48.924084,Active
U1550,user1550@nvidia.com,DE,2023-01-03 18:21:48.924086,Suspended
U1195,user1195@nvidia.com,UK,2024-08-21 18:21:48.924087,Suspended
U1417,user1417@nvidia.com,IN,2023-04-30 18:21:48.924089,Active
U1790,user1790@nvidia.com,DE,2025-02-17 18:21:48.924091,Active
U1484,user1484@nvidia.com,AU,2024-12-23 18:21:48.924093,Active
U1881,user1881@nvidia.com,US,2023-10-28 18:21:48.924095,Active
U1585,user1585@nvidia.com,AU,2022-12-28 18:21:48.924097,Active
U1995,user1995@nvidia.com,US,2025-04-17 18:21:48.924098,Active
U1839,user1839@nvidia.com,IN,2024-09-27 18:21:48.924100,Active
U1082,user1082@nvidia.com,AU,2024-07-25 18:21:48.924102,Suspended
U1052,user1052@nvidia.com,AU,2023-08-23 18:21:48.924104,Suspended
U1352,user1352@nvidia.com,UK,2024-12-17 18:21:48.924106,Active
U1384,user1384@nvidia.com,IN,2024-06-23 18:21:48.924108,Active
U1334,user1334@nvidia.com,US,2024-11-27 18:21:48.924110,Suspended
U1748,user1748@nvidia.com,US,2022-12-27 18:21:48.924112,Active
U1123,user1123@nvidia.com,UK,2023-03-03 18:21:48.924114,Active
U1495,user1495@nvidia.com,US,2024-06-17 18:21:48.924116,Active
U1500,user1500@nvidia.com,US,2024-07-03 18:21:48.924118,Suspended
U1715,user1715@nvidia.com,US,2022-08-30 18:21:48.924119,Active
U1723,user1723@nvidia.com,DE,2023-09-03 18:21:48.924122,Active
U1375,user1375@nvidia.com,US,2023-03-18 18:21:48.924124,Suspended
U1640,user1640@nvidia.com,AU,2023-04-21 18:21:48.924126,Active
U1420,user1420@nvidia.com,UK,2022-12-13 18:21:48.924127,Active
U1113,user1113@nvidia.com,AU,2023-12-30 18:21:48.924129,Suspended
U1926,user1926@nvidia.com,IN,2024-02-11 18:21:48.924131,Active
U1704,user1704@nvidia.com,AU,2025-02-24 18:21:48.924133,Suspended
U1100,user1100@nvidia.com,DE,2025-03-03 18:21:48.924135,Active
U1663,user1663@nvidia.com,US,2024-05-26 18:21:48.924136,Suspended
U1231,user1231@nvidia.com,US,2022-11-23 18:21:48.924138,Active
U1486,user1486@nvidia.com,DE,2024-04-30 18:21:48.924140,Active
U1836,user1836@nvidia.com,DE,2025-01-24 18:21:48.924142,Suspended
U1569,user1569@nvidia.com,UK,2023-01-05 18:21:48.924144,Suspended
U1203,user1203@nvidia.com,DE,2023-09-06 18:21:48.924146,Active
U1705,user1705@nvidia.com,AU,2022-09-19 18:21:48.924147,Active
U1922,user1922@nvidia.com,UK,2023-02-01 18:21:48.924149,Active
U1941,user1941@nvidia.com,DE,2024-07-31 18:21:48.924151,Active
U1018,user1018@nvidia.com,AU,2023-07-26 18:21:48.924153,Active
U1355,user1355@nvidia.com,IN,2024-02-21 18:21:48.924154,Active
U1337,user1337@nvidia.com,DE,2023-11-16 18:21:48.924156,Suspended
U1518,user1518@nvidia.com,IN,2025-02-03 18:21:48.924158,Suspended
U1841,user1841@nvidia.com,US,2023-01-29 18:21:48.924160,Suspended
U1884,user1884@nvidia.com,AU,2023-12-07 18:21:48.924162,Active
U1447,user1447@nvidia.com,AU,2023-03-07 18:21:48.924164,Active
U1711,user1711@nvidia.com,DE,2025-03-23 18:21:48.924165,Active
U1156,user1156@nvidia.com,US,2024-11-16 18:21:48.924167,Active
U1551,user1551@nvidia.com,AU,2023-06-07 18:21:48.924169,Active
U1689,user1689@nvidia.com,DE,2024-02-15 18:21:48.924171,Suspended
U1944,user1944@nvidia.com,US,2025-03-18 18:21:48.924173,Active
U1775,user1775@nvidia.com,UK,2025-01-26 18:21:48.924175,Active
U1787,user1787@nvidia.com,IN,2024-12-23 18:21:48.924177,Suspended
U1648,user1648@nvidia.com,DE,2025-01-15 18:21:48.924178,Active
U1177,user1177@nvidia.com,AU,2023-07-17 18:21:48.924180,Suspended
U1974,user1974@nvidia.com,DE,2023-02-16 18:21:48.924182,Suspended
U1300,user1300@nvidia.com,US,2025-01-29 18:21:48.924184,Active
U1221,user1221@nvidia.com,UK,2023-11-07 18:21:48.924185,Active
U1896,user1896@nvidia.com,US,2022-12-21 18:21:48.924187,Active
U1802,user1802@nvidia.com,AU,2023-06-07 18:21:48.924189,Suspended
U1109,user1109@nvidia.com,US,2023-01-16 18:21:48.924191,Active
U1328,user1328@nvidia.com,US,2024-02-18 18:21:48.924193,Active
U1936,user1936@nvidia.com,IN,2024-07-08 18:21:48.924194,Active
U1894,user1894@nvidia.com,AU,2025-01-17 18:21:48.924196,Active
U1779,user1779@nvidia.com,AU,2022-10-06 18:21:48.924198,Active
U1283,user1283@nvidia.com,IN,2022-11-04 18:21:48.924200,Suspended
U1872,user1872@nvidia.com,DE,2023-04-02 18:21:48.924201,Suspended
U1318,user1318@nvidia.com,US,2023-05-31 18:21:48.924203,Active
U1577,user1577@nvidia.com,UK,2024-05-01 18:21:48.924205,Active
U1176,user1176@nvidia.com,AU,2024-03-05 18:21:48.924207,Suspended
U1773,user1773@nvidia.com,US,2024-01-07 18:21:48.924209,Active
U1606,user1606@nvidia.com,UK,2023-02-12 18:21:48.924213,Suspended
U1269,user1269@nvidia.com,AU,2025-01-01 18:21:48.924215,Suspended
U1110,user1110@nvidia.com,UK,2023-11-03 18:21:48.924217,Suspended
U1279,user1279@nvidia.com,AU,2024-07-26 18:21:48.924218,Active
U1964,user1964@nvidia.com,AU,2023-07-04 18:21:48.924220,Active
U1869,user1869@nvidia.com,DE,2024-06-18 18:21:48.924222,Suspended
U1876,user1876@nvidia.com,IN,2024-02-01 18:21:48.924224,Suspended
U1037,user1037@nvidia.com,IN,2023-05-17 18:21:48.924226,Active
U1439,user1439@nvidia.com,IN,2024-02-02 18:21:48.924227,Active
U1890,user1890@nvidia.com,DE,2023-03-05 18:21:48.924229,Suspended
U1860,user1860@nvidia.com,US,2024-03-23 18:21:48.924231,Active
U1179,user1179@nvidia.com,UK,2024-04-22 18:21:48.924233,Suspended
U1556,user1556@nvidia.com,UK,2024-06-24 18:21:48.924235,Suspended
U1956,user1956@nvidia.com,DE,2023-04-10 18:21:48.924237,Active
U1899,user1899@nvidia.com,US,2023-08-05 18:21:48.924238,Active
U1607,user1607@nvidia.com,UK,2025-03-17 18:21:48.924240,Active
U1681,user1681@nvidia.com,DE,2025-04-09 18:21:48.924242,Suspended
U1206,user1206@nvidia.com,DE,2022-09-06 18:21:48.924244,Active
U1920,user1920@nvidia.com,AU,2024-12-27 18:21:48.924245,Active
U1589,user1589@nvidia.com,AU,2023-05-30 18:21:48.924247,Suspended
U1031,user1031@nvidia.com,IN,2023-07-01 18:21:48.924249,Active
U1562,user1562@nvidia.com,UK,2023-03-04 18:21:48.924251,Active
U1197,user1197@nvidia.com,UK,2022-12-23 18:21:48.924253,Active
U1751,user1751@nvidia.com,AU,2023-06-29 18:21:48.924257,Suspended
U1259,user1259@nvidia.com,AU,2023-05-15 18:21:48.924260,Active
U1812,user1812@nvidia.com,IN,2024-08-06 18:21:48.924264,Active
U1356,user1356@nvidia.com,IN,2023-03-15 18:21:48.924267,Suspended
U1323,user1323@nvidia.com,UK,2022-11-04 18:21:48.924270,Active
U1353,user1353@nvidia.com,UK,2023-03-28 18:21:48.924273,Suspended
U1225,user1225@nvidia.com,AU,2024-05-02 18:21:48.924277,Active
U1745,user1745@nvidia.com,DE,2025-03-18 18:21:48.924280,Suspended
U1850,user1850@nvidia.com,UK,2024-05-04 18:21:48.924283,Active
U1161,user1161@nvidia.com,US,2025-02-11 18:21:48.924288,Suspended
U1348,user1348@nvidia.com,DE,2024-11-09 18:21:48.924293,Active
U1218,user1218@nvidia.com,US,2023-08-03 18:21:48.924297,Active
U1450,user1450@nvidia.com,UK,2025-02-15 18:21:48.924301,Active
U1897,user1897@nvidia.com,AU,2023-03-10 18:21:48.924304,Active
U1302,user1302@nvidia.com,UK,2022-08-31 18:21:48.924308,Active
U1793,user1793@nvidia.com,IN,2023-06-20 18:21:48.924311,Active
U1079,user1079@nvidia.com,AU,2023-08-23 18:21:48.924314,Active
U1174,user1174@nvidia.com,UK,2024-09-28 18:21:48.924316,Active
U1436,user1436@nvidia.com,IN,2024-03-25 18:21:48.924317,Active
U1245,user1245@nvidia.com,AU,2022-09-24 18:21:48.924319,Suspended
U1402,user1402@nvidia.com,UK,2023-08-03 18:21:48.924321,Active
U1891,user1891@nvidia.com,DE,2022-11-21 18:21:48.924323,Active
U1237,user1237@nvidia.com,UK,2024-12-27 18:21:48.924325,Active
U1330,user1330@nvidia.com,DE,2023-05-23 18:21:48.924326,Suspended
U1454,user1454@nvidia.com,US,2022-12-19 18:21:48.924329,Suspended
U1507,user1507@nvidia.com,UK,2024-10-29 18:21:48.924330,Active
U1496,user1496@nvidia.com,US,2023-07-26 18:21:48.924332,Active
U1625,user1625@nvidia.com,US,2024-04-22 18:21:48.924334,Suspended
U1289,user1289@nvidia.com,UK,2024-10-11 18:21:48.924336,Suspended
U1250,user1250@nvidia.com,IN,2023-08-22 18:21:48.924337,Active
U1579,user1579@nvidia.com,US,2023-07-30 18:21:48.924339,Active
U1886,user1886@nvidia.com,US,2024-09-15 18:21:48.924341,Active
U1984,user1984@nvidia.com,AU,2023-03-30 18:21:48.924343,Active
U1769,user1769@nvidia.com,IN,2023-03-13 18:21:48.924345,Active
U1035,user1035@nvidia.com,AU,2024-12-21 18:21:48.924346,Suspended
U1687,user1687@nvidia.com,IN,2023-10-19 18:21:48.924348,Suspended
U1674,user1674@nvidia.com,AU,2023-01-03 18:21:48.924350,Suspended
U1906,user1906@nvidia.com,US,2023-08-17 18:21:48.924352,Active
U1757,user1757@nvidia.com,AU,2025-03-24 18:21:48.924353,Active
U1103,user1103@nvidia.com,UK,2024-03-19 18:21:48.924355,Suspended
U1524,user1524@nvidia.com,US,2024-06-23 18:21:48.924357,Suspended
U1633,user1633@nvidia.com,US,2025-02-01 18:21:48.924359,Suspended
U1798,user1798@nvidia.com,UK,2024-03-10 18:21:48.924360,Active
U1668,user1668@nvidia.com,US,2023-12-23 18:21:48.924362,Suspended
U1696,user1696@nvidia.com,UK,2024-03-16 18:21:48.924364,Active
U1214,user1214@nvidia.com,IN,2022-09-15 18:21:48.924366,Active
U1077,user1077@nvidia.com,US,2024-12-27 18:21:48.924368,Suspended
U1271,user1271@nvidia.com,IN,2024-03-08 18:21:48.924370,Suspended
U1680,user1680@nvidia.com,IN,2024-12-07 18:21:48.924372,Active
U1651,user1651@nvidia.com,US,2024-07-24 18:21:48.924373,Suspended
U1042,user1042@nvidia.com,DE,2023-12-30 18:21:48.924375,Suspended
U1281,user1281@nvidia.com,UK,2023-11-23 18:21:48.924377,Suspended
U1970,user1970@nvidia.com,UK,2022-12-02 18:21:48.924379,Suspended
U1107,user1107@nvidia.com,AU,2024-06-27 18:21:48.924380,Suspended
U1068,user1068@nvidia.com,IN,2023-06-29 18:21:48.924382,Active
U1816,user1816@nvidia.com,IN,2023-02-05 18:21:48.924384,Suspended
U1622,user1622@nvidia.com,IN,2023-07-30 18:21:48.924386,Suspended
U1739,user1739@nvidia.com,AU,2022-10-09 18:21:48.924387,Suspended
U1445,user1445@nvidia.com,UK,2022-11-27 18:21:48.924389,Active
U1053,user1053@nvidia.com,UK,2023-01-30 18:21:48.924391,Active
U1333,user1333@nvidia.com,UK,2025-04-05 18:21:48.924393,Active
U1429,user1429@nvidia.com,IN,2024-09-28 18:21:48.924395,Suspended
U1609,user1609@nvidia.com,AU,2023-02-03 18:21:48.924396,Suspended
U1834,user1834@nvidia.com,UK,2023-07-16 18:21:48.924398,Suspended
U1667,user1667@nvidia.com,UK,2023-05-11 18:21:48.924400,Active
U1258,user1258@nvidia.com,IN,2023-09-04 18:21:48.924402,Suspended
U1189,user1189@nvidia.com,US,2024-03-29 18:21:48.924403,Active
U1547,user1547@nvidia.com,AU,2024-02-23 18:21:48.924405,Active
U1089,user1089@nvidia.com,AU,2023-04-30 18:21:48.924407,Suspended
U1331,user1331@nvidia.com,IN,2025-03-29 18:21:48.924409,Active
U1563,user1563@nvidia.com,AU,2024-07-07 18:21:48.924410,Suspended
U1996,user1996@nvidia.com,UK,2022-09-02 18:21:48.924412,Active
U1451,user1451@nvidia.com,UK,2024-08-29 18:21:48.924414,Active
U1246,user1246@nvidia.com,AU,2025-03-08 18:21:48.924416,Active
U1613,user1613@nvidia.com,AU,2024-03-03 18:21:48.924418,Active
U1611,user1611@nvidia.com,DE,2023-03-27 18:21:48.924420,Active
U1693,user1693@nvidia.com,US,2023-05-26 18:21:48.924421,Active
U1843,user1843@nvidia.com,UK,2023-07-29 18:21:48.924423,Suspended
U1414,user1414@nvidia.com,DE,2025-02-03 18:21:48.924425,Suspended
U1761,user1761@nvidia.com,AU,2025-02-26 18:21:48.924427,Active
U1304,user1304@nvidia.com,UK,2023-10-11 18:21:48.924429,Suspended
U1278,user1278@nvidia.com,DE,2022-12-03 18:21:48.924430,Suspended
U1558,user1558@nvidia.com,IN,2023-02-28 18:21:48.924432,Active
U1391,user1391@nvidia.com,US,2022-10-12 18:21:48.924434,Active
U1493,user1493@nvidia.com,IN,2023-07-18 18:21:48.924436,Suspended
U1371,user1371@nvidia.com,IN,2024-07-24 18:21:48.924438,Active
U1785,user1785@nvidia.com,UK,2024-11-24 18:21:48.924440,Suspended
U1712,user1712@nvidia.com,AU,2023-09-13 18:21:48.924442,Active
U1516,user1516@nvidia.com,UK,2024-09-28 18:21:48.924444,Active
U1464,user1464@nvidia.com,DE,2025-04-18 18:21:48.924445,Suspended
U1063,user1063@nvidia.com,UK,2024-11-27 18:21:48.924447,Suspended
U1528,user1528@nvidia.com,UK,2023-05-20 18:21:48.924449,Active
U1765,user1765@nvidia.com,US,2023-07-19 18:21:48.924451,Active
U1051,user1051@nvidia.com,DE,2025-04-17 18:21:48.924452,Active
U1643,user1643@nvidia.com,DE,2023-03-24 18:21:48.924454,Active
U1980,user1980@nvidia.com,DE,2022-12-06 18:21:48.924456,Active
U1463,user1463@nvidia.com,IN,2022-10-02 18:21:48.924458,Suspended
U1630,user1630@nvidia.com,US,2023-06-08 18:21:48.924459,Suspended
U1474,user1474@nvidia.com,DE,2023-04-20 18:21:48.924461,Active
U1885,user1885@nvidia.com,AU,2024-01-30 18:21:48.924463,Suspended
U1527,user1527@nvidia.com,UK,2024-07-29 18:21:48.924465,Active
U1923,user1923@nvidia.com,UK,2025-01-07 18:21:48.924466,Suspended
U1721,user1721@nvidia.com,AU,2024-12-30 18:21:48.924468,Suspended
U1832,user1832@nvidia.com,AU,2025-04-12 18:21:48.924470,Active
U1340,user1340@nvidia.com,IN,2024-09-25 18:21:48.924471,Suspended
U1808,user1808@nvidia.com,US,2024-05-14 18:21:48.924474,Active
U1928,user1928@nvidia.com,DE,2024-08-13 18:21:48.924476,Suspended
U1168,user1168@nvidia.com,UK,2023-08-18 18:21:48.924478,Active
U1971,user1971@nvidia.com,IN,2024-07-17 18:21:48.924480,Active
U1222,user1222@nvidia.com,IN,2024-09-11 18:21:48.924482,Active
U1561,user1561@nvidia.com,UK,2025-02-22 18:21:48.924483,Suspended
U1310,user1310@nvidia.com,UK,2025-01-23 18:21:48.924485,Active
U1430,user1430@nvidia.com,AU,2023-08-23 18:21:48.924487,Suspended
U1632,user1632@nvidia.com,AU,2023-02-14 18:21:48.924489,Suspended
U1662,user1662@nvidia.com,IN,2022-09-13 18:21:48.924490,Active
U1099,user1099@nvidia.com,US,2023-06-12 18:21:48.924492,Active
U1260,user1260@nvidia.com,AU,2024-01-27 18:21:48.924494,Suspended
U1209,user1209@nvidia.com,DE,2025-04-07 18:21:48.924496,Suspended
U1666,user1666@nvidia.com,UK,2024-01-16 18:21:48.924590,Active
U1505,user1505@nvidia.com,AU,2025-01-16 18:21:48.924596,Active
U1148,user1148@nvidia.com,AU,2023-02-04 18:21:48.924601,Suspended
U1374,user1374@nvidia.com,US,2023-08-07 18:21:48.924605,Active
U1236,user1236@nvidia.com,AU,2023-06-20 18:21:48.924608,Suspended
U1398,user1398@nvidia.com,AU,2025-04-07 18:21:48.924611,Suspended
U1405,user1405@nvidia.com,UK,2023-02-14 18:21:48.924614,Suspended
U1962,user1962@nvidia.com,US,2023-02-15 18:21:48.924618,Suspended
U1990,user1990@nvidia.com,AU,2024-06-12 18:21:48.924621,Active
U1699,user1699@nvidia.com,IN,2023-12-16 18:21:48.924624,Active
U1332,user1332@nvidia.com,IN,2024-09-14 18:21:48.924628,Active
U1973,user1973@nvidia.com,US,2023-11-18 18:21:48.924633,Active
U1512,user1512@nvidia.com,IN,2024-06-19 18:21:48.924637,Suspended
U1929,user1929@nvidia.com,IN,2023-07-12 18:21:48.924640,Suspended
U1309,user1309@nvidia.com,UK,2023-01-09 18:21:48.924644,Active
U1393,user1393@nvidia.com,DE,2025-03-03 18:21:48.924647,Active
U1291,user1291@nvidia.com,UK,2022-11-03 18:21:48.924650,Suspended
U1489,user1489@nvidia.com,US,2022-12-10 18:21:48.924653,Suspended
U1358,user1358@nvidia.com,IN,2024-03-01 18:21:48.924656,Suspended
U1469,user1469@nvidia.com,IN,2025-01-29 18:21:48.924659,Active
U1233,user1233@nvidia.com,US,2024-12-22 18:21:48.924662,Active
U1198,user1198@nvidia.com,AU,2022-12-04 18:21:48.924665,Active
U1065,user1065@nvidia.com,IN,2022-11-15 18:21:48.924669,Suspended
U1822,user1822@nvidia.com,UK,2023-05-03 18:21:48.924672,Active
U1961,user1961@nvidia.com,IN,2025-04-09 18:21:48.924675,Suspended
U1389,user1389@nvidia.com,DE,2025-02-19 18:21:48.924677,Active
U1060,user1060@nvidia.com,IN,2024-05-30 18:21:48.924681,Suspended
U1707,user1707@nvidia.com,IN,2025-02-15 18:21:48.924684,Active
